Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,1D Return,Return on Equity,PB Ratio,% Away From 52W High,5Y CAGR,5Y Avg EBITDA Margin,EBITDA Margin,ROCE,Return on Assets,Return on Investment,1Y Forward Revenue Growth,1Y Forward EBITDA Growth,1Y Fwd Op. Cash Flow Growth,1Y Forward EPS Growth,Forward PE Ratio,Sector PE,Sector PB,Mutual Fund Holding,Domestic Institutional Holding,FII Holding Change – 6M,DII Holding Change – 6M,Current Ratio,Debt to Equity,Days of Inventory Outstanding,Days of Sales Outstanding,Days Payable Outstanding,Price Momentum Rank,Fundamental Score,Value Momentum Rank,Earnings Quality Rank,Price to Intrinsic Value Rank,Percentage Upside,Percentage Buy Reco’s,No. of analysts with buy reco,Percentage Sell Reco's,Percentage Hold Reco's,Total no. of analysts,Alpha,Sharpe Ratio
Oil and Natural Gas Corporation Ltd,ONGC,Oil & Gas - Exploration & Production,337881.138914748,268.58,9.327137132711313,8.320225851986287,9.872627096488188,0.9028579116645917,0.3983915406954974,24.262810562231095,16.72856964480538,16.329284025404938,11.445349859635783,4.864857830796039,9.031283950347568,1.844791027272599,2.773,-13.08515949801074,15.642894527626503,8.065465465465465,19.138096120226727,1.6093430611789339,8.284868832663967,19.691397197436732,0.3360799017865608,-0.15379944819326496,0.8090075030751701,0.5018697871006869,92.34229895334784,11.942673752196141,74.09271333537465,66,10,81,35,8.49,4.251991957703484,60,18,16.666666666666668,23.333333333333332,30,13.991957079842,0.081155637362187
NTPC Ltd,NTPC,Power Generation,337492.46479387,348.05,14.40892480097608,0.9718595880475842,13.149637260833101,1.7658420486457709,6.723171958051988,30.60182114254515,31.332327594754666,31.944228399762373,10.773521836345667,4.67152967303973,8.318829003739479,-6.8330380619195115,2.616,,-8.09420181535154,15.677927927927929,20.7802034309971,2.665745792179286,18.448621281570876,29.190669915664852,0.15397411639913017,0.27152527101744184,0.9192745372394436,1.3085634316136632,58.11486026424479,63.108721569437094,105.70554365862826,68,5.11428571428571,74,16,30.58,18.661111909208444,84,21,4,12,25,16.6847863715797,0.115894087380036
Bharat Electronics Ltd,BEL,Electronic Equipments,331132.9809537,453,62.2261983511418,8.90732059141724,29.289197137260363,16.562586735029512,0.9933774834437026,59.61134045913219,25.77707231619806,30.92030511878083,33.75224254620357,13.245971744180476,26.5979557256735,12.13894433993401,13.651,-9.715440960276752,14.75129116993772,53.92857142857142,28.608414612487323,7.51801412353116,14.824363449971079,20.484516577430362,-0.0447220507825854,-0.11984395431015216,1.7646813747451753,0.003062597941361978,231.4750976697049,122.91760246679974,98.41425273490482,80,6,76,93,,,84,21,8,8,25,42.4067405423918,0.234048814688092
Adani Ports and Special Economic Zone Ltd,ADANIPORTS,Ports,318384.10775262,1381.9,28.703138278016013,1.3197448493291297,18.517618582608744,4.888986635580025,12.092047181416877,21.63123532348825,60.24426154475257,61.30850333777716,13.831873491667562,8.858192031403703,11.701810413584283,14.881978709064862,16.836000000000002,3.779997723170439,18.792637101739782,22.654098360655738,39.56213827641692,5.8163924600438675,5.096488305800644,13.889206118189518,-0.4206693062918401,-1.2551153504463812,0.8958341691167058,0.7878175235923806,138.14185110663985,45.446229381785614,1453.0389789718704,70,5.8,58,41,48.75,28.08452131123814,100,21,0,0,21,24.5241303930423,0.133823233219806
Bajaj Finserv Ltd,BAJAJFINSV,Insurance,309962.37298465,1940.3,34.935926831304364,1.1784950722219278,7.641623481633527,2.4133937890595836,13.126836056279956,16.723351461407397,18.89903883204845,18.618133233751827,5.2694601185409455,1.492481198960171,1.832028437241838,8.190280402489224,-42.777,,16.86329227985722,29.85536236344053,18.002049382479555,2.4491896690739785,7.731819617814903,10.735991782568929,-0.33882420875200836,0.6433548597125771,0.2280309232954178,2.770715018885541,,19.489754043089178,,69,,56,21,31.77,19.311446683502556,66.66666666666667,10,13.333333333333334,20,15,4.16105350088764,0.031847285253404
Hindustan Aeronautics Ltd,HAL,Aerospace & Defense Equipments,309241.56,4624,36.972352175300955,6.33551799471082,26.0861496986136,8.839218445987257,11.699826989619378,58.52361687305114,30.26501493355274,36.40830172097086,17.514234795308468,8.822489192249538,23.93425048827498,3.9814011535857667,-8.933,-33.83717508105491,6.223550745863561,34.80617237485887,39.56213827641692,5.8163924600438675,5.775579828791447,9.741365631191359,-1.0422804381144637,1.015302306455835,1.9886622480004028,0.001470337288628296,369.9606727188435,50.33754322076335,87.76915117008417,60,,41,90,42.87,24.621539792387544,84.21052631578948,16,0,15.789473684210526,19,34.744741232235,0.181695097447535
Hindustan Zinc Ltd,HINDZINC,Mining - Diversified,299237.09158,708.2,28.903418485463153,-2.6127612761276127,72.59913747764804,22.455132191205163,3.5018356396498085,21.882404290227655,53.222574043792704,52.15308275822734,62.891245545489674,30.2785698618118,47.12468612357469,10.705526721040323,22.144,1.1479094859883077,26.495508548246885,22.87467700258398,29.83691036050473,3.4186004405261543,1.072865409688594,4.689309162219468,0.18186177185675212,-0.12945460449258395,1.0381284043218144,0.8229776377007354,257.67487046632124,1.4156162664689445,471.9198741672835,99,6.4375,91,100,1.74,-15.913583733408645,46.666666666666664,7,33.333333333333336,20,15,22.1966706386347,0.074372999517914
JSW Steel Ltd,JSWSTEEL,Iron & Steel,297673.24006035,1218.7,84.95240869302225,-0.27004909983633013,4.338190687251613,3.64215392218708,1.0913268236645512,26.494755098250188,19.04566572233942,13.44871931004377,7.501431995506593,1.4963392214680267,6.604662505958386,9.109003173704265,21.564,138.47334476283777,216.31075683595532,33.56518012606429,29.83691036050473,3.4186004405261543,5.089141105508751,11.051870931026963,-0.048264862737550374,0.13386324361503021,1.166760135915284,1.2074880704759574,126.0866562232982,17.185475878667752,55.52622709579418,82,5.27313432835821,63,9,10.23,5.8504964306227905,67.85714285714286,19,10.714285714285714,21.428571428571427,28,8.03065259238724,0.070221618770678
Vedanta Ltd,VEDL,Metals - Diversified,288071.26015941,737.1,19.220126778716974,4.4864979800127545,31.283003903070277,5.359166189038937,0.6579839913173346,35.26987315850345,29.67391274394065,30.117231229795852,29.11486566691726,7.7246184848656645,17.146358929161618,3.254172903485498,22.737,-5.482694788803499,21.94440815986122,15.385633354366558,29.83691036050473,3.4186004405261543,8.425627589829764,15.30488770618706,1.547232937449614,-1.1637295157583871,0.7035677879714577,1.7018398973080573,65.71674311926606,8.313401718217381,91.21412188728702,98,5.8125,93,97,1.52,-19.95658662325329,69.23076923076923,9,0,30.76923076923077,13,19.165825876027,0.10755874528141
Coal India Ltd,COALINDIA,Mining - Coal,273655.951360435,444.05,7.739541632269182,5.001182312603461,38.53066095781682,2.7379095768166786,0.4278797432721415,28.206123791697557,31.615410723490548,37.1786490441956,24.71265822222586,14.273009942278296,33.21998100395963,-7.417578618411708,-7.37,117.4859554440952,-10.064103541247643,8.60562015503876,29.83691036050473,3.4186004405261543,9.03962547820421,22.53909189724371,0.0590445628449654,-0.11092312750589528,1.4812047710183234,0.0915024198432247,1485.4450325181222,30.932452177164386,1997.548489262245,79,8.375,86,96,3.37,-6.542056074766357,55,11,5,40,20,16.721775079885,0.094686630247766
Bajaj Auto Ltd,BAJAJ-AUTO,Two Wheelers,263427.23388585,9433.5,35.96408794397193,-0.6163084702907712,22.835842276921877,7.486120816620367,4.817936078867868,17.92955641806122,21.84180317659278,21.015587120461337,24.95509229506299,15.675649126876989,17.313414544639198,8.858129191049319,19.102,20.466716274076873,29.74140810473538,27.71705597179374,40.25418353413138,5.69085541059402,7.053516814681049,14.07107020269688,-1.462567501460322,1.978266270923605,1.6787162427560536,0.26611232283045,19.41144685396292,14.611245868033212,61.69680651564122,81,7.85,59,82,8.16,3.673079980919065,47.36842105263158,18,13.157894736842104,39.473684210526315,38,22.2857483236679,0.139931092898085
Adani Power Ltd,ADANIPOWER,Power Generation,259803.40706576002,134.72,20.079451684028715,0.1635687732341999,25.585441251409144,4.493924754658105,35.61460807600949,68.90449197851247,40.36087605506482,40.75688263793243,20.41873789473051,12.627715277874689,16.752930967393414,-2.1642679510669782,,,-12.062971395658106,22.833898305084745,20.7802034309971,2.665745792179286,3.392176459139854,3.421592652067862,-0.8193114561416142,1.6597271665234798,1.6004784383422168,0.6807616877700774,44.968308655331036,76.5232893756017,55.18823631423781,88,,87,71,63.98,38.06413301662708,100,6,0,0,6,39.8706290660245,0.136500464825954
Nestle India Ltd,NESTLEIND,FMCG - Foods,249215.3427168,1292.4,77.69551055989083,-0.8363385252819661,87.26829998231547,62.145210030596886,3.1182296502630713,8.252381863046665,,23.50742912628124,59.29858536994682,28.240327023936,64.58472569373345,3.634816521559385,,,-0.8065672981894882,78.32727272727273,34.20108944260628,8.380592278760377,4.073083323884666,12.093553036519483,-0.47144264323048723,0.9112756575909273,0.7969863510730255,0.2909697995865553,110.15860999501423,5.702993406011769,121.22732571780509,83,,79,,5.98,0.5880532342927816,43.333333333333336,13,10,46.666666666666664,30,4.54698637389407,0.011547261371785
Adani Enterprises Ltd,ADANIENT,Commodities Trading,248805.81634155,1994.7,34.984141691116115,1.7963766266904846,14.13111531329148,4.405947116439659,30.986113199979947,32.08056385165796,10.838993304896915,19.801523926427183,10.929037291240649,3.9684052456452172,8.82730699559416,-3.682274157395571,49.661,70.03635010283443,-46.11346008742677,61.5838221673356,39.56213827641692,5.8163924600438675,2.7849780080864037,6.721309342850998,0.10231240705688727,-0.32184906011693126,0.8595015316626269,1.6259684489852655,69.98925424259356,33.95827814969513,164.2773986025812,40,3.26052631578947,,18,76.82,48.64390635183236,100,2,0,0,2,1.12363352211061,0.028558131242524
Wipro Ltd,WIPRO,IT Services & Consulting,248631.07980596498,237.35,18.928321924415332,1.0860306643952227,16.609532961995853,2.993942777877035,36.33874025700443,1.9077482485857056,22.993105300347814,23.597224792655677,19.01632344598508,10.790597720119225,14.291107325116718,-0.5548554550814955,-0.777,-20.552049757116265,1.1444795250621282,18.688976377952756,28.608414612487323,7.51801412353116,4.859876069540886,8.38282029506399,-0.42698894519055486,0.6082416389590346,2.7170894278837254,0.23124293302281784,,45.79760849261652,,57,4.69871794871795,64,63,20.57,13.756056456709503,28.571428571428573,10,20,51.42857142857143,35,-2.92917197951193,-0.01460056375177
Avenue Supermarts Ltd,DMART,Retail - Department Stores,243094.35221276002,3735.7,89.76830016497631,1.7735520078461262,13.4982419517078,11.345393934332401,32.491902454693914,5.977856145794758,8.24869933017001,7.752953985013387,16.93219466241223,11.907242038409848,12.485076183386777,14.778201271771984,26.453,24.592110246773302,10.708701995333628,81.08513472478437,40.25418353413138,5.69085541059402,6.6867113628840515,8.887054591791546,0.454576868068429,-0.40282308198297834,2.8895739910313902,0.03825227403193211,31.41675449871835,0.9822945827973198,8.976785859221962,39,10,22,61,13.49,8.748025805070005,39.285714285714285,11,21.428571428571427,39.285714285714285,28,-4.40309688044474,-0.021086093496922
Eternal Ltd,ETERNAL,Online Services,242656.44071001,266.3,460.4486540986907,4.904471144376608,2.078239608801956,8.005821204553284,38.35899361622231,,-8.907674854248203,8.039399624765478,2.63491965198006,1.787076756133539,2.10477515067223,158.98405253283303,,,-32.63660327134724,665.75,106.3039314841323,8.629966418625143,26.71787230655226,32.708750867837765,-6.192217794549947,6.219269992915521,3.5180396873120867,0.0674694820191356,8.312629399585921,23.45450281425891,79.19038992408558,56,4.66666666666667,48,24,70.51,42.69620728501689,90.3225806451613,28,9.67741935483871,0,31,53.7602208958784,0.20318313533489
Tata Steel Ltd,TATASTEEL,Iron & Steel,241993.25892228502,193.85,70.74771274525857,0.8165175785313049,3.722284541241344,2.6489972053645765,0.6964147536755227,25.45789957068838,15.700519408511969,11.87565276017172,8.319286829252476,1.2557606774222598,5.780950088429558,6.011541208165497,-35.083,,253.39772698047034,20.004561267000266,29.83691036050473,3.4186004405261543,14.640417192822634,27.161270974194114,0.24261467919176383,0.9079786807741748,0.794386339046305,1.0377467439961872,158.09064618472283,9.541551048907898,100.4084528906513,89,,84,12,7.29,2.6566933195769957,60,18,13.333333333333334,26.666666666666668,30,5.94667388552894,0.053338500046719
Power Grid Corporation of India Ltd,POWERGRID,Power Transmission & Distribution,241629.68721762003,259.8,15.567478740221265,2.1427167289168536,17.264467549594038,2.6076231361602353,23.941493456505004,19.782308004611558,86.30060799843629,85.4627299691111,12.399302256248665,6.006183357067231,10.828040141797898,-5.459643249844211,5.357,-1.4241274353370414,1.3851527285587917,15.354791427794657,20.7802034309971,2.665745792179286,14.246739209481426,20.262188624250225,-1.7729654677165811,1.7073042040089064,0.7329953118275723,1.4140539230355733,1712.3250664951918,74.38144520548803,2527.101978779996,35,5.75625,52,20,28.51,17.78290993071593,59.09090909090909,13,18.181818181818183,22.727272727272727,22,8.38337725047539,0.057195311295518
Asian Paints Ltd,ASIANPAINT,Paints,240779.71853462,2511.8,65.65710864456823,-4.232118346804941,18.576375037896323,12.003545458764,18.866948005414418,0.5677075780616381,20.29054635374456,18.361134107514562,23.994261281839137,12.172161387360138,17.424451907752093,1.5457145712722589,1.056,-4.320401074775532,19.009441581247934,54.61040245766379,29.83691036050473,3.4186004405261543,10.646621381394134,21.144670068516316,0.9264960879444892,0.1024315329166896,2.087114600619317,0.11417739125232751,130.70171284460682,48.51369654876782,84.07621413588215,79,4.66960784313725,45,78,14.91,9.602675372243006,46.42857142857143,13,21.428571428571427,32.142857142857146,28,-9.34591790006097,-0.084468493475102
